🐉央视IPV6,#genre#
CCTV-2,http://123.166.61.70:8003/hls/12/index.m3u8
CCTV-3,http://39.134.65.141/PLTV/88888888/224/3221225799/1.m3u8
CCTV-4,http://123.166.61.70:8003/hls/41/index.m3u8
CCTV-5,http://123.166.61.70:8003/hls/5/index.m3u8
CCTV-6,CCTV-6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://123.166.61.70:8003/hls/42/index.m3u8
CCTV-8,http://39.134.65.141/PLTV/88888888/224/3221225795/1.m3u8
CCTV-9,http://39.134.65.141/PLTV/88888888/224/3221225676/1.m3u8
CCTV-10,http://39.134.65.141/PLTV/88888888/224/3221225677/1.m3u8
CCTV-11,http://123.166.61.70:8003/hls/43/index.m3u8
CCTV-12,http://39.134.65.141/PLTV/88888888/224/3221225669/1.m3u8
CCTV-13,http://39.134.65.141/PLTV/88888888/224/3221226125/1.m3u8
CCTV-14,http://39.134.65.141/PLTV/88888888/224/3221226132/1.m3u8
CCTV-15,http://123.166.61.70:8003/hls/44/index.m3u8
CCTV-16,http://123.166.61.70:8003/hls/16/index.m3u8
CCTV-17,http://39.134.65.141/PLTV/88888888/224/3221225708/1.m3u8
CCTV-5+,http://123.166.61.70:8003/hls/17/index.m3u8

CCTV-1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-2,http://120.224.178.16:9901/tsfile/live/0002_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-3,http://120.224.178.16:9901/tsfile/live/0003_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-4,http://120.224.178.16:9901/tsfile/live/0004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-5,http://120.224.178.16:9901/tsfile/live/0005_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-5+,http://120.224.178.16:9901/tsfile/live/0016_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-6,http://120.224.178.16:9901/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-7,http://120.224.178.16:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-8,http://120.224.178.16:9901/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-9,http://120.224.178.16:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-10,http://120.224.178.16:9901/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-11,http://120.224.178.16:9901/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-12,http://120.224.178.16:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-13,http://120.224.178.16:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-14,http://120.224.178.16:9901/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-15,http://120.224.178.16:9901/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0

CCTV-1,http://39.135.133.177:80/wh7f454c46tw1338203950-2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://39.135.133.177:80/wh7f454c46tw1338203950-2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?
CCTV-3,http://39.135.133.180:80/wh7f454c46tw3059626507-1115377051/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://39.135.133.143:80/wh7f454c46tw3883039393-1350507801/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8 
CCTV-5,http://39.135.133.180:80/wh7f454c46tw3059626507-1115377051/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-6,http://39.135.133.138:80/wh7f454c46tw3956597683-752876325/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?
CCTV-7,http://39.135.135.87:80/wh7f454c46tw2873190982-1895894916/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://39.135.133.177:80/wh7f454c46tw2455259066-1476037611/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://39.135.135.38:80/wh7f454c46tw3068146099-1416323000/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://39.135.135.75:80/wh7f454c46tw3174010574-114826437/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://39.135.135.82:80/wh7f454c46tw3288020814-556075169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://39.135.135.11:80/wh7f454c46tw3331173441-1770138386/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://39.135.133.177:80/wh7f454c46tw2865102463--1959664190/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14,http://39.135.133.158:80/wh7f454c46tw738317307--1850621911/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://39.134.65.87:80/wh7f454c46tw3678048063-1995458946/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://39.135.133.177:80/wh7f454c46tw1338203950-2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8?
CCTV-17,http://39.135.135.88:80/wh7f454c46tw3757071990-771002896/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-5+,http://39.135.133.160:80/wh7f454c46tw815825316-1869660779/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?
CCTV-4K,https://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV-4K,http://php.jdshipin.com:8880/cqyx.php?id=CCTV4K
CCTV-8K,http://27.222.3.214/liveali-tp4k.cctv.cn/live/4K36M/playlist.m3u8

CCTV-1,http://fangke.blueswords.com:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://fangke.blueswords.com:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://fangke.blueswords.com:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://fangke.blueswords.com:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://fangke.blueswords.com:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://fangke.blueswords.com:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://fangke.blueswords.com:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://fangke.blueswords.com:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://fangke.blueswords.com:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://fangke.blueswords.com:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://fangke.blueswords.com:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://fangke.blueswords.com:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://fangke.blueswords.com:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://fangke.blueswords.com:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://fangke.blueswords.com:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV-1,http://bkbktlivecloud-cdn.ysp.cctv.cn/ysp/2024078203.m3u8
CCTV-2,http://liveop.cctv.cn:80/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-2,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV-6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8?key=txiptv&playlive=1&authid=0

CCTV-1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$4.0M_1080
CCTV-2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$5.5M_1080
CCTV-3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8$4.0M_1080
CCTV-4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8$4.0M_1080
CCTV-5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$4.0M_1080
CCTV-5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$4.0M_1080
CCTV-6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$4.0M_1080
CCTV-7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$4.1M_1080
CCTV-8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8$4.0M_1080
CCTV-9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8$4.0M_1080
CCTV-10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8$5.5M_1080
CCTV-11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8$5.5M_1080
CCTV-12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8$5.5M_1080
CCTV-13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8$5.5M_1080
CCTV-14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8$5.5M_1080
CCTV-15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8$5.5M_1080
CCTV-16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8$4.0M_1080
CCTV-17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8$4.0M_1080

CCTV-1,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-6,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-5+,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8

CCTV兵器科技,http://124.230.56.162:55555/udp/239.76.254.59:9000
CCTV兵器科技,http://124.230.56.162:55555/udp/239.76.247.59:1234
CCTV第一剧场,http://124.230.56.162:55555/udp/239.76.254.49:9000
CCTV风云音乐,http://124.230.56.162:55555/udp/239.76.254.51:9000
CCTV风云音乐,http://124.230.56.162:55555/udp/239.76.247.51:1234
CCTV风云音乐,http://124.230.56.162:55555/udp/239.76.247.50:1234
CCTV风云剧场,http://124.230.56.162:55555/udp/239.76.254.50:9000
CCTV怀旧剧场,http://124.230.56.162:55555/udp/239.76.254.53:9000
CCTV怀旧剧场,http://124.230.56.162:55555/udp/239.76.247.53:1234
CCTV文化精品,http://124.230.56.162:55555/udp/239.76.254.56:9000
CCTV文化精品,http://124.230.56.162:55555/udp/239.76.247.56:1234
CCTV央视台球,http://124.230.56.162:55555/udp/239.76.254.58:9000
CCTV央视台球,http://124.230.56.162:55555/udp/239.76.247.58:1234
CCTV世界地理,http://124.230.56.162:55555/udp/239.76.254.57:9000
CCTV世界地理,http://124.230.56.162:55555/udp/239.76.247.57:1234
CCTV女性时尚,http://124.230.56.162:55555/udp/239.76.254.55:9000
CCTV女性时尚,http://124.230.56.162:55555/udp/239.76.247.55:1234
CCTV高尔夫网球,http://124.230.56.162:55555/udp/239.76.254.62:9000
CCTV高尔夫网球,http://124.230.56.162:55555/udp/239.76.247.62:1234
CCTV风云足球,http://124.230.56.162:55555/udp/239.76.254.52:9000
CCTV风云足球,http://124.230.56.162:55555/udp/239.76.247.52:1234
CCTV电视指南,http://124.230.56.162:55555/udp/239.76.254.61:9000
CCTV电视指南,http://124.230.56.162:55555/udp/239.76.247.61:1234

CCTV兵器科技,http://ilove.f3322.org:8888/udp/239.49.8.88:8000
CCTV电视指南,http://ilove.f3322.org:8888/udp/239.49.8.84:8000
CCTV风云足球,http://ilove.f3322.org:8888/udp/239.49.8.85:8000
CCTV高尔夫网球,http://ilove.f3322.org:8888/udp/239.49.8.86:8000
CCTV世界地理,http://ilove.f3322.org:8888/udp/239.49.8.87:8000
CCTV风云剧场,http://ilove.f3322.org:8888/udp/239.49.8.89:8000
CCTV文化精品,http://ilove.f3322.org:8888/udp/239.49.8.90:8000
CCTV怀旧剧场,http://ilove.f3322.org:8888/udp/239.49.8.91:8000
CCTV风云音乐,http://ilove.f3322.org:8888/udp/239.49.8.92:8000
CCTV女性时尚,http://ilove.f3322.org:8888/udp/239.49.8.93:8000
CCTV央视台球,http://ilove.f3322.org:8888/udp/239.49.8.32:8000

CCTV兵器科技,http://cd.sy012.com:4000/rtp/232.0.0.121:8882
CCTV怀旧剧场,http://cd.sy012.com:4000/rtp/232.0.0.204:9226
CCTV风云剧场,http://cd.sy012.com:4000/rtp/232.0.0.52:8610
CCTV风云音乐,http://cd.sy012.com:4000/rtp/232.0.0.108:9288
CCTV世界地理,http://cd.sy012.com:4000/rtp/232.0.0.123:9292
CCTV第一剧场,http://cd.sy012.com:4000/rtp/232.0.0.147:9132
CCTV风云足球,http://cd.sy012.com:4000/rtp/232.0.0.90:9286
CCTV文化精品,http://cd.sy012.com:4000/rtp/232.0.0.107:8698
CCTV电视指南,http://cd.sy012.com:4000/rtp/232.0.0.124:9294
CCTV女性时尚,http://cd.sy012.com:4000/rtp/232.0.0.120:8858

CCTV兵器科技,http://home.yulei.online:9999/rtp/226.0.2.223:9696
CCTV第一剧场,http://home.yulei.online:9999/rtp/226.0.2.221:9680
CCTV怀旧剧场,http://home.yulei.online:9999/rtp/226.0.2.224:9704
CCTV风云剧场,http://home.yulei.online:9999/rtp/226.0.2.227:9728
CCTV风云音乐,http://home.yulei.online:9999/rtp/226.0.2.220:9672
CCTV风云足球,http://home.yulei.online:9999/rtp/226.0.2.225:9712
CCTV女性时尚,http://home.yulei.online:9999/rtp/226.0.2.226:9720
CCTV高尔夫网球,http://home.yulei.online:9999/rtp/226.0.2.217:9648
CCTV文化精品,http://home.yulei.online:9999/rtp/226.0.2.219:9664
CCTV央视台球,http://home.yulei.online:9999/rtp/226.0.2.216:9640
CCTV电视指南,http://home.yulei.online:9999/rtp/226.0.2.218:9656
CCTV世界地理,http://home.yulei.online:9999/rtp/226.0.2.222:9688

CETV1,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=0&cdn=4155
CETV1,http://114.254.189.28:9999/udp/239.3.1.57:8152
CETV2,http://114.254.189.28:9999/udp/239.3.1.54:4120
CETV3,http://114.254.189.28:9999/udp/239.3.1.55:4120
CETV4,http://114.254.189.28:9999/udp/239.3.1.56:4120
CETV4,http://39.134.67.108/PLTV/88888888/224/3221225750/1.m3u8

CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
📺卫视频道,#genre#
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8

北京卫视,http://222.129.138.100:4088/rtp/239.3.1.241:8000
湖南卫视,http://222.129.138.100:4088/rtp/239.3.1.132:8012
东方卫视,http://222.129.138.100:4088/rtp/239.3.1.136:8032
浙江卫视,http://222.129.138.100:4088/rtp/239.3.1.137:8036
江苏卫视,http://222.129.138.100:4088/rtp/239.3.1.135:8028
深圳卫视,http://222.129.138.100:4088/rtp/239.3.1.134:8020
广东卫视,http://222.129.138.100:4088/rtp/239.3.1.142:8048
安徽卫视,http://222.129.138.100:4088/rtp/239.3.1.211:8064
天津卫视,http://222.129.138.100:4088/rtp/239.3.1.141:1234
重庆卫视,http://222.129.138.100:4088/rtp/239.3.1.122:8160
山东卫视,http://222.129.138.100:4088/rtp/239.3.1.209:8052
黑龙江卫视,http://222.129.138.100:4088/rtp/239.3.1.133:8016
河北卫视,http://222.129.138.100:4088/rtp/239.3.1.148:8072
辽宁卫视,http://222.129.138.100:4088/rtp/239.3.1.210:8056
湖北卫视,http://222.129.138.100:4088/rtp/239.3.1.138:8044
吉林卫视,http://222.129.138.100:4088/rtp/239.3.1.240:8172
贵州卫视,http://222.129.138.100:4088/rtp/239.3.1.149:8076
东南卫视,http://222.129.138.100:4088/rtp/239.3.1.156:8148
江西卫视,http://222.129.138.100:4088/rtp/239.3.1.123:8164

河北卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.148:8072
北京卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.241:8000
天津卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.141:1234
东方卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.136:8032
重庆卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.122:8160
湖南卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.132:8012
浙江卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.137:8036
江苏卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.135:8028
山东卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.209:8052
河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8
吉林卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.240:8172
辽宁卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.210:8056
黑龙江卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.133:8016
安徽卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.211:8064
深圳卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.134:8020
广东卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.142:8048
湖北卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.138:8044
贵州卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.149:8076
东南卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.156:8148
江西卫视,http://mtjkwdrive.zzmd.fun:8888/rtp/239.3.1.123:8164
云南卫视,http://106.59.3.147:55555/udp/239.200.200.145:8840

北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8
东方卫视,http://123.166.61.70:8003/hls/22/index.m3u8
重庆卫视,http://123.166.61.70:8003/hls/62/index.m3u8
湖南卫视,http://123.166.61.70:8003/hls/58/index.m3u8
河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8
辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8
深圳卫视,http://123.166.61.70:8003/hls/61/index.m3u8
东南卫视,http://123.166.61.70:8003/hls/53/index.m3u8
广东卫视,http://123.166.61.70:8003/hls/21/index.m3u8
四川卫视,http://123.166.61.70:8003/hls/24/index.m3u8
海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8
贵州卫视,http://123.166.61.70:8003/hls/54/index.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山东卫视,http://lives.jnnews.tv/video/s10001-SDTV/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
西藏卫视,http://117.72.68.25:9930/xizang.php?id=0
西藏卫视,http://ygbh.live/xz.php?id=xzws
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
西藏卫视,http://103.67.53.72:82/xztv.php?id=0
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.flv
新疆卫视,http://58.41.27.144:18888/udp/239.45.1.116:5140
三沙卫视,http://ilove.f3322.org:8888/udp/239.49.0.167:8000
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
兵团卫视,https://stream1.freetv.fun/4a8abda1e84955b569ee1083bd382f5246d6e746277e0dc61a6f9af14a0032f1.m3u8
兵团卫视,http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0&cdn=5202
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8

河北卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000031556&livemode=1&stbId=3
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003475&livemode=1&stbId=3
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=3
重庆卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=3
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000016568&livemode=1&stbId=3
河南卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3
吉林卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3
辽宁卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
四川卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3
